retailer_code:1,Division,Brand,pallet_number,full_,jnumber,model_number,title,Qty,msrp,Total Cost,Retail,Total Retail,Margin %,Margin $,eBay Price,sku,box,condition,condition_notes,band_size,date_listed,repair,manifested,upc
,Watches,Invicta,Watches4,J424811-00004-01593,J424811,,INVICTA MENS OR WOMENS CERAMIC QUARTZ MOVEMENT BRACELET WATCH WHITE SIZE: WOMENS,1,$66.48,$66.48,,,,,,1552,no movement 1,stem and crown missing,,,,,,
,Watches,Invicta,Watches4,J422283-00088-04168,J422283,,INVICTA MENS DNA DIVER QUARTZ CHRONOGRAPH SILICONE STRAP WATCH W/3DC ORANGE MENS,1,$148.75,$148.75,,,,,,NO,,,,,,,,
,,,,,,,,549,,128195.43,,,,,,,,,,,,,,
EXTRA TIME,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,J414710,,Renato T-Rex Gen II Limited Edition Swiss Automatic Diamond Accented Bracelet Watch,1,,1220,,,,,,1548,,,,,,,EXTRA,
,,,,,J407539,,Invicta Mens Subaqua Sport Quartz Chronograph Stainless Steel Bracelet Watch - 606-489 ,1,,185.21,,,,,,1549,,2,chrono does not reset to zero,8.75,,,EXTRA,
,,,,,J407539,,Invicta Mens Subaqua Sport Quartz Chronograph Stainless Steel Bracelet Watch - 606-489 ,1,,185.21,,,,,,1550,no band 1,pin stuck broken band,,,,,EXTRA,
,,,,,J407539,,Invicta Mens Subaqua Sport Quartz Chronograph Stainless Steel Bracelet Watch - 606-489 ,1,,185.21,,,,,,1551,no movement 1,sweep second hand does not tic,,,,,EXTRA,
,,,,,,,MYSTERIOUSO EMBASSY,,,????,,,,,,1555,,2,scuffs on case,,,,EXTRA,
,,,,,,,MYSTERIOUSO RENATO,,,~$600,,,,,,1554,,2,,,,,,
,,,,,,,MYSTERIOUSO STUHRLING,,,????,,,,,,1553,,2,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,128195.43,,,,,,,,,,,,,,,
